,Word,Number of Syllables,Formatted for JS,Syllables Separated by semicolon,1st Syllable,2nd Syllable,3rd Syllable,4th Syllable,5th Syllable,6th Syllable,7th Syllable,8th Syllable
,preparing,3,"'preparing': 3,",pre;par;ing,pre,par,ing,,,,,
,prepare,2,"'prepare': 2,",pre;pare,pre,pare,,,,,,
,prepared,2,"'prepared': 2,",pre;pared,pre,pared,,,,,,
,prepay,2,"'prepay': 2,",pre;pay,pre,pay,,,,,,
,preponderance,4,"'preponderance': 4,",pre;pon;der;ance,pre,pon,der,ance,,,,
,preposterous,4,"'preposterous': 4,",pre;pos;ter;ous,pre,pos,ter,ous,,,,
,preprint,2,"'preprint': 2,",pre;print,pre,print,,,,,,
,prequalification,6,"'prequalification': 6,",pre;qual;i;fi;ca;tion,pre,qual,i,fi,ca,tion,,
,prerelease,3,"'prerelease': 3,",pre;re;lease,pre,re,lease,,,,,
,prerequisite,4,"'prerequisite': 4,",pre;req;ui;site,pre,req,ui,site,,,,
,prerogative,4,"'prerogative': 4,",pre;rog;a;tive,pre,rog,a,tive,,,,
,preschool,2,"'preschool': 2,",pre;school,pre,school,,,,,,
,prescriber,3,"'prescriber': 3,",pre;scrib;er,pre,scrib,er,,,,,
,prescribing,3,"'prescribing': 3,",pre;scrib;ing,pre,scrib,ing,,,,,
,prescribe,2,"'prescribe': 2,",pre;scribe,pre,scribe,,,,,,
,prescribed,2,"'prescribed': 2,",pre;scribed,pre,scribed,,,,,,
,prescription,3,"'prescription': 3,",pre;scrip;tion,pre,scrip,tion,,,,,
,prescriptive,3,"'prescriptive': 3,",pre;scrip;tive,pre,scrip,tive,,,,,
,preseason,3,"'preseason': 3,",pre;sea;son,pre,sea,son,,,,,
,preservative,4,"'preservative': 4,",pre;serv;a;tive,pre,serv,a,tive,,,,
,preserving,3,"'preserving': 3,",pre;serv;ing,pre,serv,ing,,,,,
,preserve,2,"'preserve': 2,",pre;serve,pre,serve,,,,,,
,preserved,2,"'preserved': 2,",pre;served,pre,served,,,,,,
,preset,2,"'preset': 2,",pre;set,pre,set,,,,,,
,preshrunk,2,"'preshrunk': 2,",pre;shrunk,pre,shrunk,,,,,,
,presidio,4,"'presidio': 4,",pre;sid;i;o,pre,sid,i,o,,,,
,preside,2,"'preside': 2,",pre;side,pre,side,,,,,,
,presumably,4,"'presumably': 4,",pre;sum;a;bly,pre,sum,a,bly,,,,
,presume,2,"'presume': 2,",pre;sume,pre,sume,,,,,,
,presumed,2,"'presumed': 2,",pre;sumed,pre,sumed,,,,,,
,presumption,3,"'presumption': 3,",pre;sump;tion,pre,sump,tion,,,,,
,presumptive,3,"'presumptive': 3,",pre;sump;tive,pre,sump,tive,,,,,
,pretentious,3,"'pretentious': 3,",pre;ten;tious,pre,ten,tious,,,,,
,pretend,2,"'pretend': 2,",pre;tend,pre,tend,,,,,,
,pretended,3,"'pretended': 3,",pre;tend;ed,pre,tend,ed,,,,,
,pretender,3,"'pretender': 3,",pre;tend;er,pre,tend,er,,,,,
,pretense,2,"'pretense': 2,",pre;tense,pre,tense,,,,,,
,pretext,2,"'pretext': 2,",pre;text,pre,text,,,,,,
,prevail,2,"'prevail': 2,",pre;vail,pre,vail,,,,,,
,prevailing,3,"'prevailing': 3,",pre;vail;ing,pre,vail,ing,,,,,
,preventative,4,"'preventative': 4,",pre;ven;ta;tive,pre,ven,ta,tive,,,,
,prevention,3,"'prevention': 3,",pre;ven;tion,pre,ven,tion,,,,,
,preventive,3,"'preventive': 3,",pre;ven;tive,pre,ven,tive,,,,,
,prevent,2,"'prevent': 2,",pre;vent,pre,vent,,,,,,
,previous,3,"'previous': 3,",pre;vi;ous,pre,vi,ous,,,,,
,preview,2,"'preview': 2,",pre;view,pre,view,,,,,,
,preach,1,"'preach': 1,",preach,preach,,,,,,,
,preacher,2,"'preacher': 2,",preach;er,preach,er,,,,,,
,prec,1,"'prec': 1,",prec,prec,,,,,,,
,precedence,3,"'precedence': 3,",prec;e;dence,prec,e,dence,,,,,
,precedent,3,"'precedent': 3,",prec;e;dent,prec,e,dent,,,,,
,pred,1,"'pred': 1,",pred,pred,,,,,,,
,predatory,4,"'predatory': 4,",pred;a;to;ry,pred,a,to,ry,,,,
,predator,3,"'predator': 3,",pred;a;tor,pred,a,tor,,,,,
,predecessor,4,"'predecessor': 4,",pred;e;ces;sor,pred,e,ces,sor,,,,
,predicated,4,"'predicated': 4,",pred;i;cat;ed,pred,i,cat,ed,,,,
,predicate,3,"'predicate': 3,",pred;i;cate,pred,i,cate,,,,,
,prednisone,3,"'prednisone': 3,",pred;ni;sone,pred,ni,sone,,,,,
,pref,1,"'pref': 1,",pref,pref,,,,,,,
,preface,2,"'preface': 2,",pref;ace,pref,ace,,,,,,
,preferable,4,"'preferable': 4,",pref;er;a;ble,pref,er,a,ble,,,,
,preferably,4,"'preferably': 4,",pref;er;a;bly,pref,er,a,bly,,,,
,preferential,4,"'preferential': 4,",pref;er;en;tial,pref,er,en,tial,,,,
,preferentially,5,"'preferentially': 5,",pref;er;en;tial;ly,pref,er,en,tial,ly,,,
,preference,3,"'preference': 3,",pref;er;ence,pref,er,ence,,,,,
,pregnancy,3,"'pregnancy': 3,",preg;nan;cy,preg,nan,cy,,,,,
,pregnant,2,"'pregnant': 2,",preg;nant,preg,nant,,,,,,
,prejudicial,4,"'prejudicial': 4,",prej;u;di;cial,prej,u,di,cial,,,,
,prejudice,3,"'prejudice': 3,",prej;u;dice,prej,u,dice,,,,,
,prejudiced,3,"'prejudiced': 3,",prej;u;diced,prej,u,diced,,,,,
,prelude,2,"'prelude': 2,",prel;ude,prel,ude,,,,,,
,prelim,1,"'prelim': 1,",prelim,prelim,,,,,,,
,prem,1,"'prem': 1,",prem,prem,,,,,,,
,premature,3,"'premature': 3,",prem;a;ture,prem,a,ture,,,,,
,premiere,3,"'premiere': 3,",prem;i;ere,prem,i,ere,,,,,
,premier,2,"'premier': 2,",prem;ier,prem,ier,,,,,,
,premiership,3,"'premiership': 3,",prem;ier;ship,prem,ier,ship,,,,,
,premises,3,"'premises': 3,",prem;is;es,prem,is,es,,,,,
,premise,2,"'premise': 2,",prem;ise,prem,ise,,,,,,
,prentice,2,"'prentice': 2,",pren;tice,pren,tice,,,,,,
,prep,1,"'prep': 1,",prep,prep,,,,,,,
,preparation,4,"'preparation': 4,",prep;a;ra;tion,prep,a,ra,tion,,,,
,pres,1,"'pres': 1,",pres,pres,,,,,,,
,presbyterian,5,"'presbyterian': 5,",pres;by;ter;i;an,pres,by,ter,i,an,,,
,presbytery,4,"'presbytery': 4,",pres;by;ter;y,pres,by,ter,y,,,,
,presentation,4,"'presentation': 4,",pres;en;ta;tion,pres,en,ta,tion,,,,
,presence,2,"'presence': 2,",pres;ence,pres,ence,,,,,,
,present,2,"'present': 2,",pres;ent,pres,ent,,,,,,
,presently,3,"'presently': 3,",pres;ent;ly,pres,ent,ly,,,,,
,presents,2,"'presents': 2,",pres;ents,pres,ents,,,,,,
,preservation,4,"'preservation': 4,",pres;er;va;tion,pres,er,va,tion,,,,
,presidency,4,"'presidency': 4,",pres;i;den;cy,pres,i,den,cy,,,,
,president,2,"'president': 2,",pres;ident,pres,ident,,,,,,
,pressurized,3,"'pressurized': 3,",pres;su;rized,pres,su,rized,,,,,
,pressuring,3,"'pressuring': 3,",pres;sur;ing,pres,sur,ing,,,,,
,pressure,2,"'pressure': 2,",pres;sure,pres,sure,,,,,,
,pressured,2,"'pressured': 2,",pres;sured,pres,sured,,,,,,
,prestigious,3,"'prestigious': 3,",pres;tig;ious,pres,tig,ious,,,,,
,prestige,2,"'prestige': 2,",pres;tige,pres,tige,,,,,,
,presto,2,"'presto': 2,",pres;to,pres,to,,,,,,
,press,1,"'press': 1,",press,press,,,,,,,
,presser,2,"'presser': 2,",press;er,press,er,,,,,,
,pressing,2,"'pressing': 2,",press;ing,press,ing,,,,,,
,pressroom,2,"'pressroom': 2,",press;room,press,room,,,,,,
,pret,1,"'pret': 1,",pret,pret,,,,,,,
,prettier,3,"'prettier': 3,",pret;ti;er,pret,ti,er,,,,,
,prettiest,3,"'prettiest': 3,",pret;ti;est,pret,ti,est,,,,,
,pretty,2,"'pretty': 2,",pret;ty,pret,ty,,,,,,
,pretzel,2,"'pretzel': 2,",pret;zel,pret,zel,,,,,,
,prevalence,3,"'prevalence': 3,",prev;a;lence,prev,a,lence,,,,,
,prevalent,3,"'prevalent': 3,",prev;a;lent,prev,a,lent,,,,,
,prey,1,"'prey': 1,",prey,prey,,,,,,,
,primacy,3,"'primacy': 3,",pri;ma;cy,pri,ma,cy,,,,,
,primary,3,"'primary': 3,",pri;ma;ry,pri,ma,ry,,,,,
,primavera,4,"'primavera': 4,",pri;ma;ve;ra,pri,ma,ve,ra,,,,
,primal,2,"'primal': 2,",pri;mal,pri,mal,,,,,,
,primarily,4,"'primarily': 4,",pri;mar;i;ly,pri,mar,i,ly,,,,
,primate,2,"'primate': 2,",pri;mate,pri,mate,,,,,,
,primo,2,"'primo': 2,",pri;mo,pri,mo,,,,,,
,primordial,4,"'primordial': 4,",pri;mor;di;al,pri,mor,di,al,,,,
,primus,2,"'primus': 2,",pri;mus,pri,mus,,,,,,
,prion,2,"'prion': 2,",pri;on,pri,on,,,,,,
,prior,2,"'prior': 2,",pri;or,pri,or,,,,,,
,priority,4,"'priority': 4,",pri;or;i;ty,pri,or,i,ty,,,,
,priory,3,"'priory': 3,",pri;or;y,pri,or,y,,,,,
,prius,2,"'prius': 2,",pri;us,pri,us,,,,,,
,privacy,3,"'privacy': 3,",pri;va;cy,pri,va,cy,,,,,
,privateer,3,"'privateer': 3,",pri;va;teer,pri,va,teer,,,,,
,private,2,"'private': 2,",pri;vate,pri,vate,,,,,,
,privately,3,"'privately': 3,",pri;vate;ly,pri,vate,ly,,,,,
,privates,2,"'privates': 2,",pri;vates,pri,vates,,,,,,
,pricing,2,"'pricing': 2,",pric;ing,pric,ing,,,,,,
,price,1,"'price': 1,",price,price,,,,,,,
,priceless,2,"'priceless': 2,",price;less,price,less,,,,,,
,pricey,2,"'pricey': 2,",price;y,price,y,,,,,,
,prick,1,"'prick': 1,",prick,prick,,,,,,,
,prickly,2,"'prickly': 2,",prick;ly,prick,ly,,,,,,
,pride,1,"'pride': 1,",pride,pride,,,,,,,
,priest,1,"'priest': 1,",priest,priest,,,,,,,
,priestess,2,"'priestess': 2,",priest;ess,priest,ess,,,,,,
,priesthood,2,"'priesthood': 2,",priest;hood,priest,hood,,,,,,
,priestly,2,"'priestly': 2,",priest;ly,priest,ly,,,,,,
,prim,1,"'prim': 1,",prim,prim,,,,,,,
,primer,2,"'primer': 2,",prim;er,prim,er,,,,,,
,primitive,3,"'primitive': 3,",prim;i;tive,prim,i,tive,,,,,
,priming,2,"'priming': 2,",prim;ing,prim,ing,,,,,,
,primrose,2,"'primrose': 2,",prim;rose,prim,rose,,,,,,
,prime,1,"'prime': 1,",prime,prime,,,,,,,
,prin,1,"'prin': 1,",prin,prin,,,,,,,
,princess,2,"'princess': 2,",prin;cess,prin,cess,,,,,,
,principal,3,"'principal': 3,",prin;ci;pal,prin,ci,pal,,,,,
,principality,5,"'principality': 5,",prin;ci;pal;i;ty,prin,ci,pal,i,ty,,,
,principally,4,"'principally': 4,",prin;ci;pal;ly,prin,ci,pal,ly,,,,
,principe,3,"'principe': 3,",prin;ci;pe,prin,ci,pe,,,,,
,principle,3,"'principle': 3,",prin;ci;ple,prin,ci,ple,,,,,
,principled,3,"'principled': 3,",prin;ci;pled,prin,ci,pled,,,,,
,prince,1,"'prince': 1,",prince,prince,,,,,,,
,print,1,"'print': 1,",print,print,,,,,,,
,printable,3,"'printable': 3,",print;a;ble,print,a,ble,,,,,
,printer,2,"'printer': 2,",print;er,print,er,,,,,,
,printing,2,"'printing': 2,",print;ing,print,ing,,,,,,
,printmaking,3,"'printmaking': 3,",print;mak;ing,print,mak,ing,,,,,
,prison,2,"'prison': 2,",pris;on,pris,on,,,,,,
,prisoner,3,"'prisoner': 3,",pris;on;er,pris,on,er,,,,,
,pristine,2,"'pristine': 2,",pris;tine,pris,tine,,,,,,
,prise,1,"'prise': 1,",prise,prise,,,,,,,
,prism,1,"'prism': 1,",prism,prism,,,,,,,
,priv,1,"'priv': 1,",priv,priv,,,,,,,
,privilege,3,"'privilege': 3,",priv;i;lege,priv,i,lege,,,,,
,privileged,3,"'privileged': 3,",priv;i;leged,priv,i,leged,,,,,
,privy,2,"'privy': 2,",priv;y,priv,y,,,,,,
,prize,1,"'prize': 1,",prize,prize,,,,,,,
,pro,1,"'pro': 1,",pro,pro,,,,,,,
,probation,3,"'probation': 3,",pro;ba;tion,pro,ba,tion,,,,,
,probate,2,"'probate': 2,",pro;bate,pro,bate,,,,,,
,procedure,3,"'procedure': 3,",pro;ce;dure,pro,ce,dure,,,,,
,proceed,2,"'proceed': 2,",pro;ceed,pro,ceed,,,,,,
,proceeding,3,"'proceeding': 3,",pro;ceed;ing,pro,ceed,ing,,,,,
,proceeds,2,"'proceeds': 2,",pro;ceeds,pro,ceeds,,,,,,
,procession,3,"'procession': 3,",pro;ces;sion,pro,ces,sion,,,,,
,processor,3,"'processor': 3,",pro;ces;sor,pro,ces,sor,,,,,
,proclaim,2,"'proclaim': 2,",pro;claim,pro,claim,,,,,,
,procrastination,5,"'procrastination': 5,",pro;cras;ti;na;tion,pro,cras,ti,na,tion,,,
,procuring,3,"'procuring': 3,",pro;cur;ing,pro,cur,ing,,,,,
,procure,2,"'procure': 2,",pro;cure,pro,cure,,,,,,
,procurement,3,"'procurement': 3,",pro;cure;ment,pro,cure,ment,,,,,
,procured,2,"'procured': 2,",pro;cured,pro,cured,,,,,,
,prodigious,3,"'prodigious': 3,",pro;di;gious,pro,di,gious,,,,,
,producer,3,"'producer': 3,",pro;duc;er,pro,duc,er,,,,,
,producing,3,"'producing': 3,",pro;duc;ing,pro,duc,ing,,,,,
,production,3,"'production': 3,",pro;duc;tion,pro,duc,tion,,,,,
,productivity,5,"'productivity': 5,",pro;duc;tiv;i;ty,pro,duc,tiv,i,ty,,,
,productive,3,"'productive': 3,",pro;duc;tive,pro,duc,tive,,,,,
,productively,4,"'productively': 4,",pro;duc;tive;ly,pro,duc,tive,ly,,,,
,produce,2,"'produce': 2,",pro;duce,pro,duce,,,,,,
,produced,2,"'produced': 2,",pro;duced,pro,duced,,,,,,
,profanity,4,"'profanity': 4,",pro;fan;i;ty,pro,fan,i,ty,,,,
,profane,2,"'profane': 2,",pro;fane,pro,fane,,,,,,
,profession,3,"'profession': 3,",pro;fes;sion,pro,fes,sion,,,,,
,professional,4,"'professional': 4,",pro;fes;sion;al,pro,fes,sion,al,,,,
,professionalism,5,"'professionalism': 5,",pro;fes;sion;al;ism,pro,fes,sion,al,ism,,,
,professionally,5,"'professionally': 5,",pro;fes;sion;al;ly,pro,fes,sion,al,ly,,,
,professor,3,"'professor': 3,",pro;fes;sor,pro,fes,sor,,,,,
,professorship,4,"'professorship': 4,",pro;fes;sor;ship,pro,fes,sor,ship,,,,
,profess,2,"'profess': 2,",pro;fess,pro,fess,,,,,,
,professed,2,"'professed': 2,",pro;fessed,pro,fessed,,,,,,
,proficiency,4,"'proficiency': 4,",pro;fi;cien;cy,pro,fi,cien,cy,,,,
,proficient,3,"'proficient': 3,",pro;fi;cient,pro,fi,cient,,,,,
,profiler,3,"'profiler': 3,",pro;fil;er,pro,fil,er,,,,,
,profiling,3,"'profiling': 3,",pro;fil;ing,pro,fil,ing,,,,,
,profile,2,"'profile': 2,",pro;file,pro,file,,,,,,
,profiled,2,"'profiled': 2,",pro;filed,pro,filed,,,,,,
,profound,2,"'profound': 2,",pro;found,pro,found,,,,,,
,profoundly,3,"'profoundly': 3,",pro;found;ly,pro,found,ly,,,,,
,profusion,3,"'profusion': 3,",pro;fu;sion,pro,fu,sion,,,,,
,profusely,3,"'profusely': 3,",pro;fuse;ly,pro,fuse,ly,,,,,
,progenitor,4,"'progenitor': 4,",pro;gen;i;tor,pro,gen,i,tor,,,,
,progesterone,4,"'progesterone': 4,",pro;ges;ter;one,pro,ges,ter,one,,,,
,program,2,"'program': 2,",pro;gram,pro,gram,,,,,,
,programing,3,"'programing': 3,",pro;gram;ing,pro,gram,ing,,,,,
,programmable,4,"'programmable': 4,",pro;gram;ma;ble,pro,gram,ma,ble,,,,
,programmatic,4,"'programmatic': 4,",pro;gram;mat;ic,pro,gram,mat,ic,,,,
,programmer,3,"'programmer': 3,",pro;gram;mer,pro,gram,mer,,,,,
,programming,3,"'programming': 3,",pro;gram;ming,pro,gram,ming,,,,,
,programme,2,"'programme': 2,",pro;gramme,pro,gramme,,,,,,
,programmed,2,"'programmed': 2,",pro;grammed,pro,grammed,,,,,,
,progression,3,"'progression': 3,",pro;gres;sion,pro,gres,sion,,,,,
,progressive,3,"'progressive': 3,",pro;gres;sive,pro,gres,sive,,,,,
,progressively,4,"'progressively': 4,",pro;gres;sive;ly,pro,gres,sive,ly,,,,
,prohibition,4,"'prohibition': 4,",pro;hi;bi;tion,pro,hi,bi,tion,,,,
,prohibitive,4,"'prohibitive': 4,",pro;hib;i;tive,pro,hib,i,tive,,,,
,prohibit,3,"'prohibit': 3,",pro;hib;it,pro,hib,it,,,,,
,projectile,3,"'projectile': 3,",pro;jec;tile,pro,jec,tile,,,,,
,projection,3,"'projection': 3,",pro;jec;tion,pro,jec,tion,,,,,
,projective,3,"'projective': 3,",pro;jec;tive,pro,jec,tive,,,,,
,projector,3,"'projector': 3,",pro;jec;tor,pro,jec,tor,,,,,
,projet,2,"'projet': 2,",pro;jet,pro,jet,,,,,,
,prolactin,3,"'prolactin': 3,",pro;lac;tin,pro,lac,tin,,,,,
,prolapse,2,"'prolapse': 2,",pro;lapse,pro,lapse,,,,,,
,proletariat,5,"'proletariat': 5,",pro;le;tar;i;at,pro,le,tar,i,at,,,
,proliferation,5,"'proliferation': 5,",pro;lif;er;a;tion,pro,lif,er,a,tion,,,
,proliferative,5,"'proliferative': 5,",pro;lif;er;a;tive,pro,lif,er,a,tive,,,
,proliferate,4,"'proliferate': 4,",pro;lif;er;ate,pro,lif,er,ate,,,,
,prolific,3,"'prolific': 3,",pro;lif;ic,pro,lif,ic,,,,,
,proline,2,"'proline': 2,",pro;line,pro,line,,,,,,
,prolog,2,"'prolog': 2,",pro;log,pro,log,,,,,,
,prologue,2,"'prologue': 2,",pro;logue,pro,logue,,,,,,
,prolongation,4,"'prolongation': 4,",pro;lon;ga;tion,pro,lon,ga,tion,,,,
,prolong,2,"'prolong': 2,",pro;long,pro,long,,,,,,
,promiscuous,4,"'promiscuous': 4,",pro;mis;cu;ous,pro,mis,cu,ous,,,,
,promotion,3,"'promotion': 3,",pro;mo;tion,pro,mo,tion,,,,,
,promotional,4,"'promotional': 4,",pro;mo;tion;al,pro,mo,tion,al,,,,
,promoted,3,"'promoted': 3,",pro;mot;ed,pro,mot,ed,,,,,
,promoter,3,"'promoter': 3,",pro;mot;er,pro,mot,er,,,,,
,promoting,3,"'promoting': 3,",pro;mot;ing,pro,mot,ing,,,,,
,promote,2,"'promote': 2,",pro;mote,pro,mote,,,,,,
,pronoun,2,"'pronoun': 2,",pro;noun,pro,noun,,,,,,
,pronounce,2,"'pronounce': 2,",pro;nounce,pro,nounce,,,,,,
,pronounced,2,"'pronounced': 2,",pro;nounced,pro,nounced,,,,,,
,pronunciation,5,"'pronunciation': 5,",pro;nun;ci;a;tion,pro,nun,ci,a,tion,,,
,propane,2,"'propane': 2,",pro;pane,pro,pane,,,,,,
,propel,2,"'propel': 2,",pro;pel,pro,pel,,,,,,
,propellant,3,"'propellant': 3,",pro;pel;lant,pro,pel,lant,,,,,
,propeller,3,"'propeller': 3,",pro;pel;ler,pro,pel,ler,,,,,
,propelled,2,"'propelled': 2,",pro;pelled,pro,pelled,,,,,,
,propensity,4,"'propensity': 4,",pro;pen;si;ty,pro,pen,si,ty,,,,
,prophetic,3,"'prophetic': 3,",pro;phet;ic,pro,phet,ic,,,,,
,propionate,4,"'propionate': 4,",pro;pi;o;nate,pro,pi,o,nate,,,,
,proponent,3,"'proponent': 3,",pro;po;nent,pro,po,nent,,,,,
,proportion,3,"'proportion': 3,",pro;por;tion,pro,por,tion,,,,,
,proportional,4,"'proportional': 4,",pro;por;tion;al,pro,por,tion,al,,,,
,proportionality,6,"'proportionality': 6,",pro;por;tion;al;i;ty,pro,por,tion,al,i,ty,,
,proportionate,4,"'proportionate': 4,",pro;por;tion;ate,pro,por,tion,ate,,,,
,proportionately,5,"'proportionately': 5,",pro;por;tion;ate;ly,pro,por,tion,ate,ly,,,
,proportioned,3,"'proportioned': 3,",pro;por;tioned,pro,por,tioned,,,,,
,proposal,3,"'proposal': 3,",pro;pos;al,pro,pos,al,,,,,
,proposer,3,"'proposer': 3,",pro;pos;er,pro,pos,er,,,,,
,proposing,3,"'proposing': 3,",pro;pos;ing,pro,pos,ing,,,,,
,propose,2,"'propose': 2,",pro;pose,pro,pose,,,,,,
,proposed,2,"'proposed': 2,",pro;posed,pro,posed,,,,,,
,propranolol,4,"'propranolol': 4,",pro;pran;o;lol,pro,pran,o,lol,,,,
,proprietary,5,"'proprietary': 5,",pro;pri;e;tar;y,pro,pri,e,tar,y,,,
,proprietor,4,"'proprietor': 4,",pro;pri;e;tor,pro,pri,e,tor,,,,
,proprietorship,5,"'proprietorship': 5,",pro;pri;e;tor;ship,pro,pri,e,tor,ship,,,
,propriety,4,"'propriety': 4,",pro;pri;e;ty,pro,pri,e,ty,,,,
,propulsion,3,"'propulsion': 3,",pro;pul;sion,pro,pul,sion,,,,,
,propylene,3,"'propylene': 3,",pro;pyl;ene,pro,pyl,ene,,,,,
,prorated,3,"'prorated': 3,",pro;rat;ed,pro,rat,ed,,,,,
,prospective,3,"'prospective': 3,",pro;spec;tive,pro,spec,tive,,,,,
,prospectus,3,"'prospectus': 3,",pro;spec;tus,pro,spec,tus,,,,,
,prospectuses,4,"'prospectuses': 4,",pro;spec;tus;es,pro,spec,tus,es,,,,
,prostatic,3,"'prostatic': 3,",pro;stat;ic,pro,stat,ic,,,,,
,protagonist,4,"'protagonist': 4,",pro;tag;o;nist,pro,tag,o,nist,,,,
,protea,3,"'protea': 3,",pro;te;a,pro,te,a,,,,,
,protease,3,"'protease': 3,",pro;te;ase,pro,te,ase,,,,,
,protege,3,"'protege': 3,",pro;te;ge,pro,te,ge,,,,,
,proteolytic,5,"'proteolytic': 5,",pro;te;o;lyt;ic,pro,te,o,lyt,ic,,,
,protection,3,"'protection': 3,",pro;tec;tion,pro,tec,tion,,,,,
,protectionism,4,"'protectionism': 4,",pro;tec;tion;ism,pro,tec,tion,ism,,,,
,protective,3,"'protective': 3,",pro;tec;tive,pro,tec,tive,,,,,
,protector,3,"'protector': 3,",pro;tec;tor,pro,tec,tor,,,,,
,protect,2,"'protect': 2,",pro;tect,pro,tect,,,,,,
,protecting,3,"'protecting': 3,",pro;tect;ing,pro,tect,ing,,,,,
,protein,2,"'protein': 2,",pro;tein,pro,tein,,,,,,
,proteinase,3,"'proteinase': 3,",pro;tein;ase,pro,tein,ase,,,,,
,protest,2,"'protest': 2,",pro;test,pro,test,,,,,,
,protester,3,"'protester': 3,",pro;test;er,pro,test,er,,,,,
,protocol,3,"'protocol': 3,",pro;to;col,pro,to,col,,,,,
,prototype,3,"'prototype': 3,",pro;to;type,pro,to,type,,,,,
,protozoa,4,"'protozoa': 4,",pro;to;zo;a,pro,to,zo,a,,,,
,proton,2,"'proton': 2,",pro;ton,pro,ton,,,,,,
,protruding,3,"'protruding': 3,",pro;trud;ing,pro,trud,ing,,,,,
,proverbial,4,"'proverbial': 4,",pro;ver;bi;al,pro,ver,bi,al,,,,
,provision,3,"'provision': 3,",pro;vi;sion,pro,vi,sion,,,,,
,provisional,4,"'provisional': 4,",pro;vi;sion;al,pro,vi,sion,al,,,,
,provisionally,5,"'provisionally': 5,",pro;vi;sion;al;ly,pro,vi,sion,al,ly,,,
,proviso,3,"'proviso': 3,",pro;vi;so,pro,vi,so,,,,,
,provided,3,"'provided': 3,",pro;vid;ed,pro,vid,ed,,,,,
,provider,3,"'provider': 3,",pro;vid;er,pro,vid,er,,,,,
,providing,3,"'providing': 3,",pro;vid;ing,pro,vid,ing,,,,,
,provide,2,"'provide': 2,",pro;vide,pro,vide,,,,,,
,provincial,3,"'provincial': 3,",pro;vin;cial,pro,vin,cial,,,,,
,provocative,4,"'provocative': 4,",pro;voc;a;tive,pro,voc,a,tive,,,,
,provoking,3,"'provoking': 3,",pro;vok;ing,pro,vok,ing,,,,,
,provoke,2,"'provoke': 2,",pro;voke,pro,voke,,,,,,
,provoked,2,"'provoked': 2,",pro;voked,pro,voked,,,,,,
,prob,1,"'prob': 1,",prob,prob,,,,,,,
,probability,5,"'probability': 5,",prob;a;bil;i;ty,prob,a,bil,i,ty,,,
,probable,3,"'probable': 3,",prob;a;ble,prob,a,ble,,,,,
,probably,3,"'probably': 3,",prob;a;bly,prob,a,bly,,,,,
,probing,2,"'probing': 2,",prob;ing,prob,ing,,,,,,
,problem,2,"'problem': 2,",prob;lem,prob,lem,,,,,,
,problematic,4,"'problematic': 4,",prob;lem;at;ic,prob,lem,at,ic,,,,
,probe,1,"'probe': 1,",probe,probe,,,,,,,
,proc,1,"'proc': 1,",proc,proc,,,,,,,
,process,2,"'process': 2,",proc;ess,proc,ess,,,,,,
,proclamation,4,"'proclamation': 4,",proc;la;ma;tion,proc,la,ma,tion,,,,
,proctor,2,"'proctor': 2,",proc;tor,proc,tor,,,,,,
,prod,1,"'prod': 1,",prod,prod,,,,,,,
,prodigal,3,"'prodigal': 3,",prod;i;gal,prod,i,gal,,,,,
,prodigy,3,"'prodigy': 3,",prod;i;gy,prod,i,gy,,,,,
,product,2,"'product': 2,",prod;uct,prod,uct,,,,,,
,prof,1,"'prof': 1,",prof,prof,,,,,,,
,profit,2,"'profit': 2,",prof;it,prof,it,,,,,,
,profitability,6,"'profitability': 6,",prof;it;a;bil;i;ty,prof,it,a,bil,i,ty,,
,profitable,4,"'profitable': 4,",prof;it;a;ble,prof,it,a,ble,,,,
,profitably,4,"'profitably': 4,",prof;it;a;bly,prof,it,a,bly,,,,
,prog,1,"'prog': 1,",prog,prog,,,,,,,
,progeny,3,"'progeny': 3,",prog;e;ny,prog,e,ny,,,,,
,prognosis,3,"'prognosis': 3,",prog;no;sis,prog,no,sis,,,,,
,prognostic,3,"'prognostic': 3,",prog;nos;tic,prog,nos,tic,,,,,
,progress,2,"'progress': 2,",prog;ress,prog,ress,,,,,,
,project,2,"'project': 2,",proj;ect,proj,ect,,,,,,
,prom,1,"'prom': 1,",prom,prom,,,,,,,
,promenade,3,"'promenade': 3,",prom;e;nade,prom,e,nade,,,,,
,prominence,3,"'prominence': 3,",prom;i;nence,prom,i,nence,,,,,
,prominent,3,"'prominent': 3,",prom;i;nent,prom,i,nent,,,,,
,promising,3,"'promising': 3,",prom;is;ing,prom,is,ing,,,,,
,promissory,4,"'promissory': 4,",prom;is;so;ry,prom,is,so,ry,,,,
,promise,2,"'promise': 2,",prom;ise,prom,ise,,,,,,
,promised,2,"'promised': 2,",prom;ised,prom,ised,,,,,,
,promontory,4,"'promontory': 4,",prom;on;to;ry,prom,on,to,ry,,,,
,promulgation,4,"'promulgation': 4,",prom;ul;ga;tion,prom,ul,ga,tion,,,,
,promulgate,3,"'promulgate': 3,",prom;ul;gate,prom,ul,gate,,,,,
,prompt,1,"'prompt': 1,",prompt,prompt,,,,,,,
,promptly,2,"'promptly': 2,",prompt;ly,prompt,ly,,,,,,
,pron,1,"'pron': 1,",pron,pron,,,,,,,
,pronto,2,"'pronto': 2,",pron;to,pron,to,,,,,,
,prone,1,"'prone': 1,",prone,prone,,,,,,,
